GenderSelect,Country,Age,EmploymentStatus,StudentStatus,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,LearningDataScienceTime,FormalEducation,MajorSelect,EmployerIndustry,EmployerSize,RemoteWork,CompensationAmount,CompensationCurrency,JobSatisfaction
Female,India,24.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Mix of fields,"10,000 or more employees",,,,
Male,Spain,19.0,Employed part-time,,,,,,,,,,,,,
A different identity,Poland,42.0,Employed full-time,,DBA/Database Engineer,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics,Self-employed",C/C++/C#,,Professional degree,,Academic,"1,000 to 4,999 employees",,,,10 - Highly Satisfied
Male,South Korea,25.0,I prefer not to say,Yes,,,Matlab,1-2 years,Master's degree,Engineering (non-computer focused),,,,,,
Male,India,24.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,,,Bachelor's degree,,,,,,,
Male,France,26.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Mathematics or statistics,,,,,,
Male,United States,40.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,,,Doctoral degree,Engineering (non-computer focused),Retail,"10,000 or more employees",,,,
Male,New Zealand,23.0,Employed part-time,,,,,,,,,,,,,
Female,India,23.0,Employed full-time,,Software Developer/Software Engineer,,,,Bachelor's degree,Computer Science,,,,,,
Male,United States,15.0,"Not employed, and not looking for work",Yes,,,Python,1-2 years,I did not complete any formal education past high school,,,,,,,
Male,Taiwan,40.0,Employed full-time,,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,,Master's degree,Computer Science,Manufacturing,"10,000 or more employees",Rarely,"150,000",TWD,4
Male,India,21.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Electrical Engineering,,,,,,
Male,Japan,27.0,Employed full-time,,Scientist/Researcher,Employed by professional services/consulting firm,,,Doctoral degree,Mathematics or statistics,Other,,,,,
Male,Other,36.0,"Independent contractor, freelancer, or self-employed",,Data Scientist,Self-employed,,,Master's degree,A social science,Academic,,,,,
Male,India,23.0,"Not employed, but looking for work",,,,SAS,< 1 year,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,United States,21.0,Employed part-time,,Data Analyst,Employed by professional services/consulting firm,,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Other,"10,000 or more employees",,,,
Male,People 's Republic of China,30.0,Employed full-time,,Programmer,Employed by a company that performs advanced analytics,,,Bachelor's degree,Electrical Engineering,Internet-based,10 to 19 employees,,,,
Male,India,20.0,"Not employed, but looking for work",,,,Python,,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Male,Taiwan,23.0,Employed part-time,,,,,,,,,,,,,
Female,Turkey,20.0,Employed part-time,,Statistician,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Mathematics or statistics,CRM/Marketing,20 to 99 employees,,,,
Male,Netherlands,28.0,Employed full-time,,,,,,,,,,,,,
Male,Finland,46.0,Employed full-time,,,,,,,,,,,,,
Male,United States,23.0,Employed full-time,,Machine Learning Engineer,Employed by a company that performs advanced analytics,,,Bachelor's degree,Mathematics or statistics,CRM/Marketing,,,,,
Male,Poland,37.0,Employed full-time,,,,,,,,,,,,,
Male,India,37.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Bachelor's degree,Physics,,,,,,
Male,India,19.0,"Not employed, but looking for work",,,,,,Bachelor's degree,,,,,,,
Male,United States,33.0,Employed full-time,,Predictive Modeler,Employed by professional services/consulting firm,,,Master's degree,Electrical Engineering,Retail,"10,000 or more employees",Sometimes,76000,,6
Female,India,21.0,Employed full-time,,,,,,,,,,,,,
Male,United States,35.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,,,Some college/university study without earning a bachelor's degree,Computer Science,Technology,500 to 999 employees,,,,
Male,Other,35.0,Employed full-time,,,,,,,,,,,,,
Male,Other,52.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,SQL,,Master's degree,A social science,Financial,Fewer than 10 employees,,250000,USD,7
Male,India,23.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Biology,,,,,,
Male,India,23.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,,,Bachelor's degree,Computer Science,Internet-based,"1,000 to 4,999 employees",,,,
Male,Japan,55.0,Employed full-time,,Researcher,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Fine arts or performing arts,Internet-based,100 to 499 employees,,,,
Female,Poland,24.0,"Independent contractor, freelancer, or self-employed",,Data Scientist,Self-employed,,,Master's degree,Physics,Mix of fields,,,,,
Male,India,33.0,Employed full-time,,Programmer,Employed by a company that doesn't perform advanced analytics,,,Professional degree,,Telecommunications,"10,000 or more employees",,,,
Male,Australia,53.0,Employed part-time,,,,,,,,,,,,,
Male,India,20.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Computer Science,,,,,,
Male,France,31.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Master's degree,"Information technology, networking, or system administration",Other,100 to 499 employees,,,,
Male,India,22.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Bachelor's degree,Engineering (non-computer focused),Financial,100 to 499 employees,,,,
Female,India,21.0,"Not employed, but looking for work",,,,Python,,Bachelor's degree,Computer Science,,,,,,
Female,India,31.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Engineering (non-computer focused),Financial,I don't know,,,,
Male,Malaysia,35.0,I prefer not to say,No,,,,,Bachelor's degree,"Information technology, networking, or system administration",,,,,,
Male,India,21.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,,,Bachelor's degree,Engineering (non-computer focused),Retail,100 to 499 employees,,,,
Male,India,26.0,Employed full-time,,Data Analyst,Employed by college or university,,,Professional degree,,,,,,,
Male,United States,34.0,"Independent contractor, freelancer, or self-employed",,Data Scientist,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Mathematics or statistics,Retail,,,,,
Male,India,34.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,,,Master's degree,Computer Science,,,,,,
Male,Poland,28.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,Mathematics or statistics,,,,,,
Female,Malaysia,23.0,"Not employed, and not looking for work",Yes,,,,,Bachelor's degree,Computer Science,,,,,,
Male,India,23.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,,,,,,
Male,Hungary,64.0,Employed full-time,,Researcher,"Employed by college or university,Employed by government",,,Doctoral degree,A social science,Academic,,,,,
Female,South Africa,32.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,R,< 1 year,Bachelor's degree,Electrical Engineering,Technology,,,,,
Male,United States,39.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,,Doctoral degree,Engineering (non-computer focused),Technology,"10,000 or more employees",Rarely,"140,000",USD,3
Male,India,24.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Employed by company that makes advanced analytic software,,,Bachelor's degree,Electrical Engineering,,,,,,
Male,India,28.0,Employed full-time,,,,,,,,,,,,,
Male,United States,24.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Master's degree,Engineering (non-computer focused),,,,,,
Male,Indonesia,41.0,Employed full-time,,,,,,,,,,,,,
Male,United States,19.0,Employed full-time,,,,,,,,,,,,,
Female,Australia,25.0,"Not employed, but looking for work",,,,,,Master's degree,"Information technology, networking, or system administration",,,,,,
Male,Singapore,32.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,Python,< 1 year,Master's degree,Engineering (non-computer focused),Insurance,,,,,
Male,Germany,28.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Electrical Engineering,Technology,100 to 499 employees,,,,
Male,India,22.0,I prefer not to say,No,,,R,< 1 year,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,India,26.0,Employed full-time,,Programmer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,,,,,,
Male,South Korea,45.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Male,Vietnam,28.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,,,Bachelor's degree,,Financial,100 to 499 employees,,,,
Female,People 's Republic of China,22.0,Employed full-time,,,,,,,,,,,,,
Female,Other,27.0,"Not employed, but looking for work",,,,,,Master's degree,,,,,,,
Male,United States,56.0,Employed full-time,,,,,,,,,,,,,
Female,Republic of China,27.0,Employed full-time,,Computer Scientist,Employed by company that makes advanced analytic software,,,Master's degree,Computer Science,Internet-based,,,,,
Male,India,36.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Master's degree,Mathematics or statistics,Mix of fields,,,,,
Male,Spain,22.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,,,Bachelor's degree,Mathematics or statistics,Technology,100 to 499 employees,,,,
Male,India,27.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,,,Master's degree,Computer Science,,,,,,
Male,India,24.0,"Not employed, but looking for work",,,,,,Master's degree,,,,,,,
Male,France,20.0,I prefer not to say,Yes,,,Python,< 1 year,Master's degree,Engineering (non-computer focused),,,,,,
,,,Employed full-time,,,,,,,,,,,,,
Female,Other,33.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Self-employed,,,Master's degree,Computer Science,,,,,,
Female,Iran,35.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,R,1-2 years,Master's degree,Computer Science,Manufacturing,,,,,
Male,United States,40.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,,,Bachelor's degree,Computer Science,Technology,"5,000 to 9,999 employees",,,,
Male,Russia,65.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,,,I did not complete any formal education past high school,,Academic,20 to 99 employees,,,,
Male,India,35.0,Employed full-time,,Researcher,Employed by government,,,Doctoral degree,Biology,Academic,100 to 499 employees,,,,
Female,People 's Republic of China,,"Not employed, but looking for work",,,,C/C++/C#,1-2 years,Bachelor's degree,Other,,,,,,
Male,India,31.0,Employed full-time,,,,,,,,,,,,,
Male,Russia,33.0,"Not employed, and not looking for work",No,,,,< 1 year,Bachelor's degree,,,,,,,
Female,South Africa,25.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Mathematics or statistics,Technology,500 to 999 employees,,,,
Male,Russia,40.0,Employed full-time,,,,,,,,,,,,,
Male,India,34.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Bachelor's degree,Engineering (non-computer focused),Telecommunications,,,,,
